SCHOOL,STATE,CITY,PROGRAM,TYPE,DEPARTMENT,DELIVERY,DURATION,PREREQ,LINK,LOC_LAT,LOC_LONG,WORLD_RANK,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,CITATIONS,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,F_M_RATIO,YEAR
Kansas State University,Kansas,Manhattan,Applied Statistics Certificate,C,K-State Graduate School,Online,15 credit hours,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,501-600,United States of America,22.9,41.7,17.5,39.3,43.1,-,21379,15.1,10%,82:40:00,2016
Kansas State University,Kansas,Manhattan,Applied Statistics Certificate,C,K-State Graduate School,Online,15 credit hours,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,501-600,United States of America,27,41.5,16.5,61,39.2,-,21379,15.1,10%,50:50:00,2015
Kansas State University,Kansas,Manhattan,Applied Statistics Certificate,C,K-State Graduate School,Online,15 credit hours,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,501-600,United States of America,26.1,34.1,15.5,57.4,38.7,-,21379,15.1,10%,50:50:00,2014
Kansas State University,Kansas,Manhattan,Applied Statistics Certificate,C,K-State Graduate School,Online,15 credit hours,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Kansas State University,Kansas,Manhattan,Applied Statistics Certificate,C,K-State Graduate School,Online,15 credit hours,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,501-600,United States of America,20.9,23.6,13.8,33.9,36,-,21379,15.1,10%,50:50:00,2012
Kansas State University,Kansas,Manhattan,Applied Statistics Certificate,C,K-State Graduate School,Online,15 credit hours,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Louisiana State University,Louisiana,Baton Rouge,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36 credit hours,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,401-500,United States of America,26.8,26.1,27.7,37.8,-,-,28116,20.1,6%,83:40:00,2016
Louisiana State University,Louisiana,Baton Rouge,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36 credit hours,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Louisiana State University,Louisiana,Baton Rouge,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36 credit hours,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Louisiana State University,Louisiana,Baton Rouge,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36 credit hours,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Louisiana State University,Louisiana,Baton Rouge,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36 credit hours,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Louisiana State University,Louisiana,Baton Rouge,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36 credit hours,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Massachusetts Institute of Technology,Massachusetts,Cambridge,Master of Business Analytics,M,Sloan School of Management,Campus,1 Year,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,5,United States of America,89.4,84,88.6,99.7,95.4,92,11074,9,33%,84:40:00,2016
Massachusetts Institute of Technology,Massachusetts,Cambridge,Master of Business Analytics,M,Sloan School of Management,Campus,1 Year,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,5,United States of America,89.1,84.3,88.2,100,95.7,91.9,11074,9,33%,37 : 63,2015
Massachusetts Institute of Technology,Massachusetts,Cambridge,Master of Business Analytics,M,Sloan School of Management,Campus,1 Year,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,5,United States of America,92.9,82,89,100,94.3,93,11074,9,33%,37 : 63,2014
Massachusetts Institute of Technology,Massachusetts,Cambridge,Master of Business Analytics,M,Sloan School of Management,Campus,1 Year,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,5,United States of America,92.9,81.6,89.2,99.9,92.9,93.1,11074,9,33%,37 : 63,2013
Massachusetts Institute of Technology,Massachusetts,Cambridge,Master of Business Analytics,M,Sloan School of Management,Campus,1 Year,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,5,United States of America,92.7,79.2,87.4,100,94.4,92.3,11074,9,33%,37 : 63,2012
Massachusetts Institute of Technology,Massachusetts,Cambridge,Master of Business Analytics,M,Sloan School of Management,Campus,1 Year,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,5,United States of America,97.8,82.3,91.4,99.9,87.5,95.6,11074,9,33%,37 : 63,2011
Michigan State University,Michigan,East Lansing,"M.S. - Business Analytics, Master of Science in Applied Statistics",M,Broad College of Business,Campus,31.5 credit hours,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,82,United States of America,47.3,56.4,52.6,76.8,32.2,58,44750,15.7,15%,85:40:00,2016
Michigan State University,Michigan,East Lansing,"M.S. - Business Analytics, Master of Science in Applied Statistics",M,Broad College of Business,Campus,31.5 credit hours,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,82,United States of America,51.1,55,49.4,74,31.7,57.3,44750,15.7,15%,51:49:00,2015
Michigan State University,Michigan,East Lansing,"M.S. - Business Analytics, Master of Science in Applied Statistics",M,Broad College of Business,Campus,31.5 credit hours,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,82,United States of America,50,52.6,49.1,71.5,32,55.9,44750,15.7,15%,51:49:00,2014
Michigan State University,Michigan,East Lansing,"M.S. - Business Analytics, Master of Science in Applied Statistics",M,Broad College of Business,Campus,31.5 credit hours,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,82,United States of America,51.8,36.8,56.8,73.8,32.6,58.3,44750,15.7,15%,51:49:00,2013
Michigan State University,Michigan,East Lansing,"M.S. - Business Analytics, Master of Science in Applied Statistics",M,Broad College of Business,Campus,31.5 credit hours,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,82,United States of America,47.4,34,49.6,73.6,28,54.4,44750,15.7,15%,51:49:00,2012
Michigan State University,Michigan,East Lansing,"M.S. - Business Analytics, Master of Science in Applied Statistics",M,Broad College of Business,Campus,31.5 credit hours,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,82,United States of America,50.4,30.4,52.7,63.7,-,54.5,44750,15.7,15%,51:49:00,2011
Missouri University of Science and Technology,Missouri,Rolla,Graduate Certificate in Business Analytics and Data Science,C,Department of Business and Information Technology,Online,12 credit hours,Not Available,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/,37.9559,-91.7759,501-600,United States of America,23.5,40.6,18.4,28.7,52.8,-,7647,15.5,12%,86:40:00,2016
Missouri University of Science and Technology,Missouri,Rolla,Graduate Certificate in Business Analytics and Data Science,C,Department of Business and Information Technology,Online,12 credit hours,Not Available,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/,37.9559,-91.7759,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Missouri University of Science and Technology,Missouri,Rolla,Graduate Certificate in Business Analytics and Data Science,C,Department of Business and Information Technology,Online,12 credit hours,Not Available,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/,37.9559,-91.7759,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Missouri University of Science and Technology,Missouri,Rolla,Graduate Certificate in Business Analytics and Data Science,C,Department of Business and Information Technology,Online,12 credit hours,Not Available,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/,37.9559,-91.7759,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Missouri University of Science and Technology,Missouri,Rolla,Graduate Certificate in Business Analytics and Data Science,C,Department of Business and Information Technology,Online,12 credit hours,Not Available,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/,37.9559,-91.7759,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Missouri University of Science and Technology,Missouri,Rolla,Graduate Certificate in Business Analytics and Data Science,C,Department of Business and Information Technology,Online,12 credit hours,Not Available,http://dce.mst.edu/credit/certificates/businessanalyticsanddatascience/,37.9559,-91.7759,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
New Jersey Institute of Technology,New Jersey,Newark,"MS in Applied Statistics, Graduate Certificate in Data Mining",M,Department of Mathematical Sciences,Campus,30 credits,math,http://adultlearner.njit.edu/professionaldevelopment/,40.742,-74.1771,350-400,United States of America,18.9,48.5,16.6,32.2,32.2,-,10646,26.2,17%,87:40:00,2016
New Jersey Institute of Technology,New Jersey,Newark,"MS in Applied Statistics, Graduate Certificate in Data Mining",M,Department of Mathematical Sciences,Campus,30 credits,math,http://adultlearner.njit.edu/professionaldevelopment/,40.742,-74.1771,350-400,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
New Jersey Institute of Technology,New Jersey,Newark,"MS in Applied Statistics, Graduate Certificate in Data Mining",M,Department of Mathematical Sciences,Campus,30 credits,math,http://adultlearner.njit.edu/professionaldevelopment/,40.742,-74.1771,350-400,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
New Jersey Institute of Technology,New Jersey,Newark,"MS in Applied Statistics, Graduate Certificate in Data Mining",M,Department of Mathematical Sciences,Campus,30 credits,math,http://adultlearner.njit.edu/professionaldevelopment/,40.742,-74.1771,350-400,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
New Jersey Institute of Technology,New Jersey,Newark,"MS in Applied Statistics, Graduate Certificate in Data Mining",M,Department of Mathematical Sciences,Campus,30 credits,math,http://adultlearner.njit.edu/professionaldevelopment/,40.742,-74.1771,350-400,United States of America,17.1,41.3,14.5,26.4,37.5,-,10646,26.2,17%,25 : 75,2012
New Jersey Institute of Technology,New Jersey,Newark,"MS in Applied Statistics, Graduate Certificate in Data Mining",M,Department of Mathematical Sciences,Campus,30 credits,math,http://adultlearner.njit.edu/professionaldevelopment/,40.742,-74.1771,350-400,United States of America,17.1,41.3,14.5,26.4,37.5,-,10646,26.2,17%,25 : 75,2011
New Mexico State University,New Mexico,Las Cruces,Master of Science in Applied Statistics,M,"Economics, Applied Statistics and International Business",Campus,35 semester credits,math,http://business.nmsu.edu/academics/graduate-programs/ms-astat/,32.2829,-106.748,NA,NA,19.5,30.5,19.2,47.2,34.6,-,15035,18.8,7%,88:40:00,2016
New Mexico State University,New Mexico,Las Cruces,Master of Science in Applied Statistics,M,"Economics, Applied Statistics and International Business",Campus,35 semester credits,math,http://business.nmsu.edu/academics/graduate-programs/ms-astat/,32.2829,-106.748,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
New Mexico State University,New Mexico,Las Cruces,Master of Science in Applied Statistics,M,"Economics, Applied Statistics and International Business",Campus,35 semester credits,math,http://business.nmsu.edu/academics/graduate-programs/ms-astat/,32.2829,-106.748,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
New Mexico State University,New Mexico,Las Cruces,Master of Science in Applied Statistics,M,"Economics, Applied Statistics and International Business",Campus,35 semester credits,math,http://business.nmsu.edu/academics/graduate-programs/ms-astat/,32.2829,-106.748,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
New Mexico State University,New Mexico,Las Cruces,Master of Science in Applied Statistics,M,"Economics, Applied Statistics and International Business",Campus,35 semester credits,math,http://business.nmsu.edu/academics/graduate-programs/ms-astat/,32.2829,-106.748,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
New Mexico State University,New Mexico,Las Cruces,Master of Science in Applied Statistics,M,"Economics, Applied Statistics and International Business",Campus,35 semester credits,math,http://business.nmsu.edu/academics/graduate-programs/ms-astat/,32.2829,-106.748,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
New York University,New York,New York,"Master of Science in Information Systems, Master of Science in Data Science, Advanced Diploma in Healthcare Informatics, Advanced Certificate in Applied Urban Science and Informatics, Ph.D. in Computer Science with Specialization in Visualization, Databases and Big Data, Master of Science in Applied Statistics for Social Science Research, MS in Applied Urban Science and Informatics, MBA, Specialization in Business Analytics, Master of Science in Business Analytics",M,Computer Science Department,Campus,39 units,computer science,https://www.sps.nyu.edu/professional-pathways/diplomas/advanced-diploma/healthcare-informatics-for-clinicians.html,40.7295,-73.9973,41,United States of America,74.7,49.3,72.3,95.3,30.4,77.2,42056,6.8,19%,89:40:00,2016
New York University,New York,New York,"Master of Science in Information Systems, Master of Science in Data Science, Advanced Diploma in Healthcare Informatics, Advanced Certificate in Applied Urban Science and Informatics, Ph.D. in Computer Science with Specialization in Visualization, Databases and Big Data, Master of Science in Applied Statistics for Social Science Research, MS in Applied Urban Science and Informatics, MBA, Specialization in Business Analytics, Master of Science in Business Analytics",M,Computer Science Department,Campus,39 units,computer science,https://www.sps.nyu.edu/professional-pathways/diplomas/advanced-diploma/healthcare-informatics-for-clinicians.html,40.7295,-73.9973,41,United States of America,68.3,41.2,62.4,89.5,30.2,69.9,42056,6.8,19%,55:45:00,2015
New York University,New York,New York,"Master of Science in Information Systems, Master of Science in Data Science, Advanced Diploma in Healthcare Informatics, Advanced Certificate in Applied Urban Science and Informatics, Ph.D. in Computer Science with Specialization in Visualization, Databases and Big Data, Master of Science in Applied Statistics for Social Science Research, MS in Applied Urban Science and Informatics, MBA, Specialization in Business Analytics, Master of Science in Business Analytics",M,Computer Science Department,Campus,39 units,computer science,https://www.sps.nyu.edu/professional-pathways/diplomas/advanced-diploma/healthcare-informatics-for-clinicians.html,40.7295,-73.9973,41,United States of America,65.4,41.8,58.4,87.9,29.9,67.4,42056,6.8,19%,55:45:00,2014
New York University,New York,New York,"Master of Science in Information Systems, Master of Science in Data Science, Advanced Diploma in Healthcare Informatics, Advanced Certificate in Applied Urban Science and Informatics, Ph.D. in Computer Science with Specialization in Visualization, Databases and Big Data, Master of Science in Applied Statistics for Social Science Research, MS in Applied Urban Science and Informatics, MBA, Specialization in Business Analytics, Master of Science in Business Analytics",M,Computer Science Department,Campus,39 units,computer science,https://www.sps.nyu.edu/professional-pathways/diplomas/advanced-diploma/healthcare-informatics-for-clinicians.html,40.7295,-73.9973,41,United States of America,73.8,38.7,67.4,89.2,29.5,72.8,42056,6.8,19%,55:45:00,2013
New York University,New York,New York,"Master of Science in Information Systems, Master of Science in Data Science, Advanced Diploma in Healthcare Informatics, Advanced Certificate in Applied Urban Science and Informatics, Ph.D. in Computer Science with Specialization in Visualization, Databases and Big Data, Master of Science in Applied Statistics for Social Science Research, MS in Applied Urban Science and Informatics, MBA, Specialization in Business Analytics, Master of Science in Business Analytics",M,Computer Science Department,Campus,39 units,computer science,https://www.sps.nyu.edu/professional-pathways/diplomas/advanced-diploma/healthcare-informatics-for-clinicians.html,40.7295,-73.9973,41,United States of America,60.2,38.1,65.4,92.3,30.9,69,42056,6.8,19%,55:45:00,2012
New York University,New York,New York,"Master of Science in Information Systems, Master of Science in Data Science, Advanced Diploma in Healthcare Informatics, Advanced Certificate in Applied Urban Science and Informatics, Ph.D. in Computer Science with Specialization in Visualization, Databases and Big Data, Master of Science in Applied Statistics for Social Science Research, MS in Applied Urban Science and Informatics, MBA, Specialization in Business Analytics, Master of Science in Business Analytics",M,Computer Science Department,Campus,39 units,computer science,https://www.sps.nyu.edu/professional-pathways/diplomas/advanced-diploma/healthcare-informatics-for-clinicians.html,40.7295,-73.9973,41,United States of America,62,31.8,50.7,82.9,-,63.9,42056,6.8,19%,55:45:00,2011
North Carolina State University,North Carolina,Raleigh,Master of Science in Analytics,M,Institute for Advanced Analytics,Campus,30 credit hours/10 months,"math, statistics",http://analytics.ncsu.edu/,35.7851,-78.6745,NA,NA,36.1,49,30.5,60,40.7,-,30533,13.6,11%,90:40:00,2016
North Carolina State University,North Carolina,Raleigh,Master of Science in Analytics,M,Institute for Advanced Analytics,Campus,30 credit hours/10 months,"math, statistics",http://analytics.ncsu.edu/,35.7851,-78.6745,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
North Carolina State University,North Carolina,Raleigh,Master of Science in Analytics,M,Institute for Advanced Analytics,Campus,30 credit hours/10 months,"math, statistics",http://analytics.ncsu.edu/,35.7851,-78.6745,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
North Carolina State University,North Carolina,Raleigh,Master of Science in Analytics,M,Institute for Advanced Analytics,Campus,30 credit hours/10 months,"math, statistics",http://analytics.ncsu.edu/,35.7851,-78.6745,NA,NA,34.8,29.2,28.8,47.6,35.7,-,30533,13.6,11%,44:56:00,2013
North Carolina State University,North Carolina,Raleigh,Master of Science in Analytics,M,Institute for Advanced Analytics,Campus,30 credit hours/10 months,"math, statistics",http://analytics.ncsu.edu/,35.7851,-78.6745,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
North Carolina State University,North Carolina,Raleigh,Master of Science in Analytics,M,Institute for Advanced Analytics,Campus,30 credit hours/10 months,"math, statistics",http://analytics.ncsu.edu/,35.7851,-78.6745,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Northeastern University,Massachusetts,Boston,"Master of Science in Health Informatics, Master of Professional Studies in Informatics, Graduate Certificate in Data Analytics, MS in Urban Informatics, Graduate Certificate in Urban Informatics",M,College of Computer and Information Science,Campus,33 credits,Not Available,http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate,42.34,-71.0888,201-250,United States of America,35.5,58.7,20.6,84,32.9,-,18539,15.1,26%,91:40:00,2016
Northeastern University,Massachusetts,Boston,"Master of Science in Health Informatics, Master of Professional Studies in Informatics, Graduate Certificate in Data Analytics, MS in Urban Informatics, Graduate Certificate in Urban Informatics",M,College of Computer and Information Science,Campus,33 credits,Not Available,http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate,42.34,-71.0888,201-250,United States of America,36.4,54.7,21.9,81.3,34,46.8,18539,15.1,26%,50:50:00,2015
Northeastern University,Massachusetts,Boston,"Master of Science in Health Informatics, Master of Professional Studies in Informatics, Graduate Certificate in Data Analytics, MS in Urban Informatics, Graduate Certificate in Urban Informatics",M,College of Computer and Information Science,Campus,33 credits,Not Available,http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate,42.34,-71.0888,201-250,United States of America,34.5,48.5,19.8,82,34.5,45.4,18539,15.1,26%,50:50:00,2014
Northeastern University,Massachusetts,Boston,"Master of Science in Health Informatics, Master of Professional Studies in Informatics, Graduate Certificate in Data Analytics, MS in Urban Informatics, Graduate Certificate in Urban Informatics",M,College of Computer and Information Science,Campus,33 credits,Not Available,http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate,42.34,-71.0888,201-250,United States of America,40.1,41,21.2,76.4,33.8,-,18539,15.1,26%,50:50:00,2013
Northeastern University,Massachusetts,Boston,"Master of Science in Health Informatics, Master of Professional Studies in Informatics, Graduate Certificate in Data Analytics, MS in Urban Informatics, Graduate Certificate in Urban Informatics",M,College of Computer and Information Science,Campus,33 credits,Not Available,http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate,42.34,-71.0888,201-250,United States of America,30.4,38,18.9,70,31.1,-,18539,15.1,26%,50:50:00,2012
Northeastern University,Massachusetts,Boston,"Master of Science in Health Informatics, Master of Professional Studies in Informatics, Graduate Certificate in Data Analytics, MS in Urban Informatics, Graduate Certificate in Urban Informatics",M,College of Computer and Information Science,Campus,33 credits,Not Available,http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate,42.34,-71.0888,201-250,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Northwestern University,Illinois,Evanston,"Master of Science in Predictive Analytics Online, Master of Science in Information Systems with Concentration in Analytics and Business Intelligence, Certificate in Analytics and Business Intelligence for IT Professionals, Master of Science in Analytics, Certificate in Predictive Business Analytics",M,School of Continuing Studies,Online,33 credit hours,Not Available,http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php,42.0584,-87.6737,19,United States of America,69.8,53.9,78.4,96.5,81.2,79.5,18334,13.8,15%,92:40:00,2016
Northwestern University,Illinois,Evanston,"Master of Science in Predictive Analytics Online, Master of Science in Information Systems with Concentration in Analytics and Business Intelligence, Certificate in Analytics and Business Intelligence for IT Professionals, Master of Science in Analytics, Certificate in Predictive Business Analytics",M,School of Continuing Studies,Online,33 credit hours,Not Available,http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php,42.0584,-87.6737,19,United States of America,72.7,36.7,78.9,96.9,77,79.2,18334,13.8,15%,48:52:00,2015
Northwestern University,Illinois,Evanston,"Master of Science in Predictive Analytics Online, Master of Science in Information Systems with Concentration in Analytics and Business Intelligence, Certificate in Analytics and Business Intelligence for IT Professionals, Master of Science in Analytics, Certificate in Predictive Business Analytics",M,School of Continuing Studies,Online,33 credit hours,Not Available,http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php,42.0584,-87.6737,19,United States of America,70.2,34.4,76,97.1,61.9,77.1,18334,13.8,15%,48:52:00,2014
Northwestern University,Illinois,Evanston,"Master of Science in Predictive Analytics Online, Master of Science in Information Systems with Concentration in Analytics and Business Intelligence, Certificate in Analytics and Business Intelligence for IT Professionals, Master of Science in Analytics, Certificate in Predictive Business Analytics",M,School of Continuing Studies,Online,33 credit hours,Not Available,http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php,42.0584,-87.6737,19,United States of America,77.6,33.8,87.3,98.2,64.4,83.1,18334,13.8,15%,48:52:00,2013
Northwestern University,Illinois,Evanston,"Master of Science in Predictive Analytics Online, Master of Science in Information Systems with Concentration in Analytics and Business Intelligence, Certificate in Analytics and Business Intelligence for IT Professionals, Master of Science in Analytics, Certificate in Predictive Business Analytics",M,School of Continuing Studies,Online,33 credit hours,Not Available,http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php,42.0584,-87.6737,19,United States of America,66.3,35.3,75.5,98.6,56.6,76.2,18334,13.8,15%,48:52:00,2012
Northwestern University,Illinois,Evanston,"Master of Science in Predictive Analytics Online, Master of Science in Information Systems with Concentration in Analytics and Business Intelligence, Certificate in Analytics and Business Intelligence for IT Professionals, Master of Science in Analytics, Certificate in Predictive Business Analytics",M,School of Continuing Studies,Online,33 credit hours,Not Available,http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php,42.0584,-87.6737,19,United States of America,64.5,60.5,68.8,95.3,-,75.9,18334,13.8,15%,48:52:00,2011
Oakland University,Michigan,Rochester Hills,"MS in Applied Statistics, Master of Science in Information Technology Management in Business Analytics",M,Department of Mathematics and Statistics,Campus,36 credits,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,601-800,United States of America,18.1,23.3,11.9,21.9,30.3,-,14584,19.8,2%,93:40:00,2016
Oakland University,Michigan,Rochester Hills,"MS in Applied Statistics, Master of Science in Information Technology Management in Business Analytics",M,Department of Mathematics and Statistics,Campus,36 credits,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Oakland University,Michigan,Rochester Hills,"MS in Applied Statistics, Master of Science in Information Technology Management in Business Analytics",M,Department of Mathematics and Statistics,Campus,36 credits,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Oakland University,Michigan,Rochester Hills,"MS in Applied Statistics, Master of Science in Information Technology Management in Business Analytics",M,Department of Mathematics and Statistics,Campus,36 credits,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Oakland University,Michigan,Rochester Hills,"MS in Applied Statistics, Master of Science in Information Technology Management in Business Analytics",M,Department of Mathematics and Statistics,Campus,36 credits,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Oakland University,Michigan,Rochester Hills,"MS in Applied Statistics, Master of Science in Information Technology Management in Business Analytics",M,Department of Mathematics and Statistics,Campus,36 credits,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Ohio State University,Ohio,Columbus,"Master of Applied Statistics, Master of Public Health in Biomedical Informatics",M,Department of Statistics,Campus,50 hours of coursework minimum,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,NA,NA,51.6,53,46.6,83.2,53.1,59.7,51462,13.4,12%,94:40:00,2016
Ohio State University,Ohio,Columbus,"Master of Applied Statistics, Master of Public Health in Biomedical Informatics",M,Department of Statistics,Campus,50 hours of coursework minimum,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,NA,NA,54,51.5,51.1,80.4,46.8,60.7,51462,13.4,12%,49:51:00,2015
Ohio State University,Ohio,Columbus,"Master of Applied Statistics, Master of Public Health in Biomedical Informatics",M,Department of Statistics,Campus,50 hours of coursework minimum,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,NA,NA,58.3,48.1,52.9,79.4,47.7,62,51462,13.4,12%,49:51:00,2014
