SCHOOL,STATE,CITY,PROGRAM,TYPE,DEPARTMENT,DELIVERY,DURATION,PREREQ,LINK,LOC_LAT,LOC_LONG,WORLD_RANK,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,CITATIONS,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,F_M_RATIO,YEAR
Texas Tech University,Texas,Lubbock,Master of Science in Data Science,M,Rawls College of Business,Campus,36 credit hours,Not Available,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/,33.5803,-101.877,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Texas Tech University,Texas,Lubbock,Master of Science in Data Science,M,Rawls College of Business,Campus,36 credit hours,Not Available,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/,33.5803,-101.877,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Texas Tech University,Texas,Lubbock,Master of Science in Data Science,M,Rawls College of Business,Campus,36 credit hours,Not Available,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/,33.5803,-101.877,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Texas Tech University,Texas,Lubbock,Master of Science in Data Science,M,Rawls College of Business,Campus,36 credit hours,Not Available,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/,33.5803,-101.877,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Texas Tech University,Texas,Lubbock,Master of Science in Data Science,M,Rawls College of Business,Campus,36 credit hours,Not Available,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/,33.5803,-101.877,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University at Buffalo,New York,Buffalo,Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business,M,University at Buffalo School of Management and Amrita University,Campus,31 credits,Not Available,http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,43.0014,-78.7901,201-225,United States of America,36.5,60.6,37.9,62,43.8,-,25668,19,19%,110:40:00,2016
University at Buffalo,New York,Buffalo,Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business,M,University at Buffalo School of Management and Amrita University,Campus,31 credits,Not Available,http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,43.0014,-78.7901,201-225,United States of America,40.1,57,39.8,57.5,39.6,46.5,25668,19,19%,47:53:00,2015
University at Buffalo,New York,Buffalo,Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business,M,University at Buffalo School of Management and Amrita University,Campus,31 credits,Not Available,http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,43.0014,-78.7901,201-225,United States of America,40.2,55.4,39.3,56.2,39.4,45.9,25668,19,19%,47:53:00,2014
University at Buffalo,New York,Buffalo,Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business,M,University at Buffalo School of Management and Amrita University,Campus,31 credits,Not Available,http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,43.0014,-78.7901,201-225,United States of America,46.3,50.7,40.6,52.1,42.4,46.6,25668,19,19%,47:53:00,2013
University at Buffalo,New York,Buffalo,Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business,M,University at Buffalo School of Management and Amrita University,Campus,31 credits,Not Available,http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,43.0014,-78.7901,201-225,United States of America,44.3,49.2,35.6,42,40.9,-,25668,19,19%,47:53:00,2012
University at Buffalo,New York,Buffalo,Master of Science (MS) in Management Science: Business Analytics and Systems from the State University of New York at Buffalo and a Master of Business,M,University at Buffalo School of Management and Amrita University,Campus,31 credits,Not Available,http://mgt.buffalo.edu/degree-programs/abroad/business-analytics-amrita.html,43.0014,-78.7901,201-225,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University of Arizona,Arizona,Tucson,"Business Intelligence & Analytics (Certificate NDP),Online Master's in Management Information Systems,Master's in Management Information Systems",C,"Management Information Systems (MIS) Department, in association with t",Online,9 credits,Not Available,http://grad.arizona.edu/programs/programinfo/BIACRTG,32.2321,-110.951,86,United States of America,38.7,38.6,41.8,79.5,32.4,51.7,36429,12.7,8%,111:40:00,2016
University of Arizona,Arizona,Tucson,"Business Intelligence & Analytics (Certificate NDP),Online Master's in Management Information Systems,Master's in Management Information Systems",C,"Management Information Systems (MIS) Department, in association with t",Online,9 credits,Not Available,http://grad.arizona.edu/programs/programinfo/BIACRTG,32.2321,-110.951,86,United States of America,44.9,38.8,51.4,74,99.6,56.5,36429,12.7,8%,52:48:00,2015
University of Arizona,Arizona,Tucson,"Business Intelligence & Analytics (Certificate NDP),Online Master's in Management Information Systems,Master's in Management Information Systems",C,"Management Information Systems (MIS) Department, in association with t",Online,9 credits,Not Available,http://grad.arizona.edu/programs/programinfo/BIACRTG,32.2321,-110.951,86,United States of America,39.4,38,44.4,74.6,82.3,52.4,36429,12.7,8%,52:48:00,2014
University of Arizona,Arizona,Tucson,"Business Intelligence & Analytics (Certificate NDP),Online Master's in Management Information Systems,Master's in Management Information Systems",C,"Management Information Systems (MIS) Department, in association with t",Online,9 credits,Not Available,http://grad.arizona.edu/programs/programinfo/BIACRTG,32.2321,-110.951,86,United States of America,47,31.3,53.7,76.9,83.9,57.7,36429,12.7,8%,52:48:00,2013
University of Arizona,Arizona,Tucson,"Business Intelligence & Analytics (Certificate NDP),Online Master's in Management Information Systems,Master's in Management Information Systems",C,"Management Information Systems (MIS) Department, in association with t",Online,9 credits,Not Available,http://grad.arizona.edu/programs/programinfo/BIACRTG,32.2321,-110.951,86,United States of America,45.1,28.4,43,78.3,86,54.2,36429,12.7,8%,52:48:00,2012
University of Arizona,Arizona,Tucson,"Business Intelligence & Analytics (Certificate NDP),Online Master's in Management Information Systems,Master's in Management Information Systems",C,"Management Information Systems (MIS) Department, in association with t",Online,9 credits,Not Available,http://grad.arizona.edu/programs/programinfo/BIACRTG,32.2321,-110.951,86,United States of America,52.4,21.9,52.2,70.1,84.2,57.3,36429,12.7,8%,52:48:00,2011
University of Arkansas,Arkansas,Fayetteville,"Graduate Certificate in Business Analytics, Professional Master of Information Systems, Master of Information Systems with Business Analytics Concentration",C,Sam M. Walton College of Business,Campus,12 hours,Not Available,http://gsb.uark.edu/business-analytics-certificate/,36.0615,-94.1782,501-600,United States of America,25.5,25.9,17.4,30.3,36.9,-,22819,21.2,5%,112:40:00,2016
University of Arkansas,Arkansas,Fayetteville,"Graduate Certificate in Business Analytics, Professional Master of Information Systems, Master of Information Systems with Business Analytics Concentration",C,Sam M. Walton College of Business,Campus,12 hours,Not Available,http://gsb.uark.edu/business-analytics-certificate/,36.0615,-94.1782,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
University of Arkansas,Arkansas,Fayetteville,"Graduate Certificate in Business Analytics, Professional Master of Information Systems, Master of Information Systems with Business Analytics Concentration",C,Sam M. Walton College of Business,Campus,12 hours,Not Available,http://gsb.uark.edu/business-analytics-certificate/,36.0615,-94.1782,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
University of Arkansas,Arkansas,Fayetteville,"Graduate Certificate in Business Analytics, Professional Master of Information Systems, Master of Information Systems with Business Analytics Concentration",C,Sam M. Walton College of Business,Campus,12 hours,Not Available,http://gsb.uark.edu/business-analytics-certificate/,36.0615,-94.1782,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
University of Arkansas,Arkansas,Fayetteville,"Graduate Certificate in Business Analytics, Professional Master of Information Systems, Master of Information Systems with Business Analytics Concentration",C,Sam M. Walton College of Business,Campus,12 hours,Not Available,http://gsb.uark.edu/business-analytics-certificate/,36.0615,-94.1782,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
University of Arkansas,Arkansas,Fayetteville,"Graduate Certificate in Business Analytics, Professional Master of Information Systems, Master of Information Systems with Business Analytics Concentration",C,Sam M. Walton College of Business,Campus,12 hours,Not Available,http://gsb.uark.edu/business-analytics-certificate/,36.0615,-94.1782,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
"University of California, Berkeley",California,Berkeley,"Online Master of Information and Data Science (MIDS), Master of Engineering - Concentration in Data Science & Systems,Master of Information Management and Systems",M,School of Information,Online,27 units,Not Available,http://datascience.berkeley.edu/academics/academics-overview/,37.8715,-122.26,NA,NA,80.4,61.9,91.1,99.7,47.9,87.2,36186,16.4,15%,113:40:00,2016
"University of California, Berkeley",California,Berkeley,"Online Master of Information and Data Science (MIDS), Master of Engineering - Concentration in Data Science & Systems,Master of Information Management and Systems",M,School of Information,Online,27 units,Not Available,http://datascience.berkeley.edu/academics/academics-overview/,37.8715,-122.26,NA,NA,84.2,58.5,96.7,99.1,44.8,89.5,36186,16.4,15%,50:50:00,2015
"University of California, Berkeley",California,Berkeley,"Online Master of Information and Data Science (MIDS), Master of Engineering - Concentration in Data Science & Systems,Master of Information Management and Systems",M,School of Information,Online,27 units,Not Available,http://datascience.berkeley.edu/academics/academics-overview/,37.8715,-122.26,NA,NA,83.2,57.3,97.5,99.3,59.5,89.8,36186,16.4,15%,50:50:00,2014
"University of California, Berkeley",California,Berkeley,"Online Master of Information and Data Science (MIDS), Master of Engineering - Concentration in Data Science & Systems,Master of Information Management and Systems",M,School of Information,Online,27 units,Not Available,http://datascience.berkeley.edu/academics/academics-overview/,37.8715,-122.26,NA,NA,85.1,49.7,99.3,99.3,65.4,90.5,36186,16.4,15%,50:50:00,2013
"University of California, Berkeley",California,Berkeley,"Online Master of Information and Data Science (MIDS), Master of Engineering - Concentration in Data Science & Systems,Master of Information Management and Systems",M,School of Information,Online,27 units,Not Available,http://datascience.berkeley.edu/academics/academics-overview/,37.8715,-122.26,NA,NA,82.8,50.4,99.4,99.4,62.5,89.8,36186,16.4,15%,50:50:00,2012
"University of California, Berkeley",California,Berkeley,"Online Master of Information and Data Science (MIDS), Master of Engineering - Concentration in Data Science & Systems,Master of Information Management and Systems",M,School of Information,Online,27 units,Not Available,http://datascience.berkeley.edu/academics/academics-overview/,37.8715,-122.26,NA,NA,84.2,39.6,99.3,97.8,-,91.1,36186,16.4,15%,50:50:00,2011
"University of California, Davis",California,Davis,"Hybrid MBA with Business Analytics and Technologies Concentration, Master of Science in Business Analytics, Master's of Health Informatics",M,Graduate School of Management,Campus,72 units,Not Available,http://gsm.ucdavis.edu/bay-area-mba,38.5399,-121.752,NA,NA,60.1,58.4,72.7,84.3,57.3,71,35364,13.9,13%,114:40:00,2016
"University of California, Davis",California,Davis,"Hybrid MBA with Business Analytics and Technologies Concentration, Master of Science in Business Analytics, Master's of Health Informatics",M,Graduate School of Management,Campus,72 units,Not Available,http://gsm.ucdavis.edu/bay-area-mba,38.5399,-121.752,NA,NA,54.4,52.9,59.7,80.4,55.4,63.7,35364,13.9,13%,54:46:00,2015
"University of California, Davis",California,Davis,"Hybrid MBA with Business Analytics and Technologies Concentration, Master of Science in Business Analytics, Master's of Health Informatics",M,Graduate School of Management,Campus,72 units,Not Available,http://gsm.ucdavis.edu/bay-area-mba,38.5399,-121.752,NA,NA,55.5,53.7,56.4,81.2,51.3,63.2,35364,13.9,13%,54:46:00,2014
"University of California, Davis",California,Davis,"Hybrid MBA with Business Analytics and Technologies Concentration, Master of Science in Business Analytics, Master's of Health Informatics",M,Graduate School of Management,Campus,72 units,Not Available,http://gsm.ucdavis.edu/bay-area-mba,38.5399,-121.752,NA,NA,67.9,51.7,71.6,82.7,52.5,71.8,35364,13.9,13%,54:46:00,2013
"University of California, Davis",California,Davis,"Hybrid MBA with Business Analytics and Technologies Concentration, Master of Science in Business Analytics, Master's of Health Informatics",M,Graduate School of Management,Campus,72 units,Not Available,http://gsm.ucdavis.edu/bay-area-mba,38.5399,-121.752,NA,NA,68,51.4,68.7,83.4,52.5,71.2,35364,13.9,13%,54:46:00,2012
"University of California, Davis",California,Davis,"Hybrid MBA with Business Analytics and Technologies Concentration, Master of Science in Business Analytics, Master's of Health Informatics",M,Graduate School of Management,Campus,72 units,Not Available,http://gsm.ucdavis.edu/bay-area-mba,38.5399,-121.752,NA,NA,57.3,60.5,70.7,68.8,48,65,35364,13.9,13%,54:46:00,2011
"University of California, Irvine",California,Irvine,"Business Intelligence & Data Warehousing Certificate, Data Science Certificate, Predictive Analytics Certificate Program",C,UCI Extension School,Online,9 credits,Not Available,http://unex.uci.edu/areas/it/data_warehousing/,33.6484,-117.841,NA,NA,39.9,59.2,41.8,91.6,48.9,57.7,26614,16.1,16%,115:40:00,2016
"University of California, Irvine",California,Irvine,"Business Intelligence & Data Warehousing Certificate, Data Science Certificate, Predictive Analytics Certificate Program",C,UCI Extension School,Online,9 credits,Not Available,http://unex.uci.edu/areas/it/data_warehousing/,33.6484,-117.841,NA,NA,39.5,56.1,41.7,89.5,40,56.4,26614,16.1,16%,52:48:00,2015
"University of California, Irvine",California,Irvine,"Business Intelligence & Data Warehousing Certificate, Data Science Certificate, Predictive Analytics Certificate Program",C,UCI Extension School,Online,9 credits,Not Available,http://unex.uci.edu/areas/it/data_warehousing/,33.6484,-117.841,NA,NA,37.1,36.4,40.8,89.7,44.9,54.1,26614,16.1,16%,52:48:00,2014
"University of California, Irvine",California,Irvine,"Business Intelligence & Data Warehousing Certificate, Data Science Certificate, Predictive Analytics Certificate Program",C,UCI Extension School,Online,9 credits,Not Available,http://unex.uci.edu/areas/it/data_warehousing/,33.6484,-117.841,NA,NA,44,35.2,47.2,90.3,42.1,58.2,26614,16.1,16%,52:48:00,2013
"University of California, Irvine",California,Irvine,"Business Intelligence & Data Warehousing Certificate, Data Science Certificate, Predictive Analytics Certificate Program",C,UCI Extension School,Online,9 credits,Not Available,http://unex.uci.edu/areas/it/data_warehousing/,33.6484,-117.841,NA,NA,36.2,36.3,42.3,93.5,45.6,55.4,26614,16.1,16%,52:48:00,2012
"University of California, Irvine",California,Irvine,"Business Intelligence & Data Warehousing Certificate, Data Science Certificate, Predictive Analytics Certificate Program",C,UCI Extension School,Online,9 credits,Not Available,http://unex.uci.edu/areas/it/data_warehousing/,33.6484,-117.841,NA,NA,49.4,66.3,54.7,91.6,-,66,26614,16.1,16%,52:48:00,2011
"University of California, Riverside",California,Riverside,Master of Science in Engineering - Data Science Specialization,M,Bourns College of Engineering,Online,36 credits,technical bachelor's degree,http://www.msol.ucr.edu/,33.9759,-117.331,NA,NA,27.5,59.5,33.3,91.2,42.5,51.1,20626,22,12%,116:40:00,2016
"University of California, Riverside",California,Riverside,Master of Science in Engineering - Data Science Specialization,M,Bourns College of Engineering,Online,36 credits,technical bachelor's degree,http://www.msol.ucr.edu/,33.9759,-117.331,NA,NA,29.4,61.6,27.5,91.5,39.5,50.1,20626,22,12%,51:49:00,2015
"University of California, Riverside",California,Riverside,Master of Science in Engineering - Data Science Specialization,M,Bourns College of Engineering,Online,36 credits,technical bachelor's degree,http://www.msol.ucr.edu/,33.9759,-117.331,NA,NA,25.9,62.2,25.8,91.8,37.6,48.7,20626,22,12%,51:49:00,2014
"University of California, Riverside",California,Riverside,Master of Science in Engineering - Data Science Specialization,M,Bourns College of Engineering,Online,36 credits,technical bachelor's degree,http://www.msol.ucr.edu/,33.9759,-117.331,NA,NA,29.1,62.8,32.5,90.3,33.5,51.1,20626,22,12%,51:49:00,2013
"University of California, Riverside",California,Riverside,Master of Science in Engineering - Data Science Specialization,M,Bourns College of Engineering,Online,36 credits,technical bachelor's degree,http://www.msol.ucr.edu/,33.9759,-117.331,NA,NA,27.8,30,30.9,89.6,31,47.5,20626,22,12%,51:49:00,2012
"University of California, Riverside",California,Riverside,Master of Science in Engineering - Data Science Specialization,M,Bourns College of Engineering,Online,36 credits,technical bachelor's degree,http://www.msol.ucr.edu/,33.9759,-117.331,NA,NA,38.6,63,47.4,78.3,30.5,55.1,20626,22,12%,51:49:00,2011
"University of California, San Diego",California,La Jolla,"Data Mining Certificate, Master of Advanced Study in Data Science and Engineering, Master of Science in Business Analytics",C,UC San Diego Extension School,Online,14.5-18.5,statistics,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,32.8766,-117.238,NA,NA,56.9,42.9,69.8,98.7,56.7,72.2,27233,6.5,11%,117:40:00,2016
"University of California, San Diego",California,La Jolla,"Data Mining Certificate, Master of Advanced Study in Data Science and Engineering, Master of Science in Business Analytics",C,UC San Diego Extension School,Online,14.5-18.5,statistics,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,32.8766,-117.238,NA,NA,52,37,66.6,96.4,54.2,68.6,27233,6.5,11%,48:52:00,2015
"University of California, San Diego",California,La Jolla,"Data Mining Certificate, Master of Advanced Study in Data Science and Engineering, Master of Science in Business Analytics",C,UC San Diego Extension School,Online,14.5-18.5,statistics,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,32.8766,-117.238,NA,NA,52,35.6,63,96.7,48.4,67.4,27233,6.5,11%,48:52:00,2014
"University of California, San Diego",California,La Jolla,"Data Mining Certificate, Master of Advanced Study in Data Science and Engineering, Master of Science in Business Analytics",C,UC San Diego Extension School,Online,14.5-18.5,statistics,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,32.8766,-117.238,NA,NA,63.4,34.2,79,96.2,43.9,75.2,27233,6.5,11%,48:52:00,2013
"University of California, San Diego",California,La Jolla,"Data Mining Certificate, Master of Advanced Study in Data Science and Engineering, Master of Science in Business Analytics",C,UC San Diego Extension School,Online,14.5-18.5,statistics,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,32.8766,-117.238,NA,NA,61.4,31.5,72,97.8,51.8,73,27233,6.5,11%,48:52:00,2012
"University of California, San Diego",California,La Jolla,"Data Mining Certificate, Master of Advanced Study in Data Science and Engineering, Master of Science in Business Analytics",C,UC San Diego Extension School,Online,14.5-18.5,statistics,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,32.8766,-117.238,NA,NA,59.8,31.6,76.3,90.8,51.8,73.2,27233,6.5,11%,48:52:00,2011
University of Chicago,Illinois,Chicago,"Master of Science in Computational Analysis & Public Policy (CAPP), Master of Science in Analytics",M,Harris School of Public Policy & Computer Science Department,Campus,2 years,Not Available,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions,41.7892,-87.6012,9,United States of America,85.7,65,88.9,99.2,36.6,87.9,14221,6.9,21%,118:40:00,2016
University of Chicago,Illinois,Chicago,"Master of Science in Computational Analysis & Public Policy (CAPP), Master of Science in Analytics",M,Harris School of Public Policy & Computer Science Department,Campus,2 years,Not Available,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions,41.7892,-87.6012,9,United States of America,83.9,65.2,89.9,97.3,36.8,87.1,14221,6.9,21%,42:58:00,2015
University of Chicago,Illinois,Chicago,"Master of Science in Computational Analysis & Public Policy (CAPP), Master of Science in Analytics",M,Harris School of Public Policy & Computer Science Department,Campus,2 years,Not Available,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions,41.7892,-87.6012,9,United States of America,85.6,58.6,88.2,98,-,87.8,14221,6.9,21%,42:58:00,2014
University of Chicago,Illinois,Chicago,"Master of Science in Computational Analysis & Public Policy (CAPP), Master of Science in Analytics",M,Harris School of Public Policy & Computer Science Department,Campus,2 years,Not Available,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions,41.7892,-87.6012,9,United States of America,89.6,55.3,92.9,98.7,-,90.4,14221,6.9,21%,42:58:00,2013
University of Chicago,Illinois,Chicago,"Master of Science in Computational Analysis & Public Policy (CAPP), Master of Science in Analytics",M,Harris School of Public Policy & Computer Science Department,Campus,2 years,Not Available,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions,41.7892,-87.6012,9,United States of America,89.4,58.8,90.8,99.4,-,90.2,14221,6.9,21%,42:58:00,2012
University of Chicago,Illinois,Chicago,"Master of Science in Computational Analysis & Public Policy (CAPP), Master of Science in Analytics",M,Harris School of Public Policy & Computer Science Department,Campus,2 years,Not Available,https://grahamschool.uchicago.edu/credit/master-science-analytics/admissions,41.7892,-87.6012,9,United States of America,79.1,62.8,87.9,96.9,-,86.9,14221,6.9,21%,42:58:00,2011
University of Cincinnati,Ohio,Cincinnati,"Doctor of Philosopy in Biostatistics - Big Data Track, Master of Science in Health Informatics, Master of Science in Business Analytics",M,College Of Medicine,Campus,90 Credit Hours,Not Available,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/,39.1312,-84.5143,276-300,United States of America,31.3,28.3,20.4,72.1,35.3,-,36108,15.7,6%,119:40:00,2016
University of Cincinnati,Ohio,Cincinnati,"Doctor of Philosopy in Biostatistics - Big Data Track, Master of Science in Health Informatics, Master of Science in Business Analytics",M,College Of Medicine,Campus,90 Credit Hours,Not Available,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/,39.1312,-84.5143,276-300,United States of America,32,26,22.4,67.8,35.6,-,36108,15.7,6%,54:46:00,2015
University of Cincinnati,Ohio,Cincinnati,"Doctor of Philosopy in Biostatistics - Big Data Track, Master of Science in Health Informatics, Master of Science in Business Analytics",M,College Of Medicine,Campus,90 Credit Hours,Not Available,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/,39.1312,-84.5143,276-300,United States of America,31.8,25.4,22.3,69.3,36.5,-,36108,15.7,6%,54:46:00,2014
University of Cincinnati,Ohio,Cincinnati,"Doctor of Philosopy in Biostatistics - Big Data Track, Master of Science in Health Informatics, Master of Science in Business Analytics",M,College Of Medicine,Campus,90 Credit Hours,Not Available,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/,39.1312,-84.5143,276-300,United States of America,34.9,23.9,26.5,69.5,35.8,-,36108,15.7,6%,54:46:00,2013
University of Cincinnati,Ohio,Cincinnati,"Doctor of Philosopy in Biostatistics - Big Data Track, Master of Science in Health Informatics, Master of Science in Business Analytics",M,College Of Medicine,Campus,90 Credit Hours,Not Available,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/,39.1312,-84.5143,276-300,United States of America,29,20.6,24.9,69,32.9,-,36108,15.7,6%,54:46:00,2012
University of Cincinnati,Ohio,Cincinnati,"Doctor of Philosopy in Biostatistics - Big Data Track, Master of Science in Health Informatics, Master of Science in Business Analytics",M,College Of Medicine,Campus,90 Credit Hours,Not Available,https://eh.uc.edu/bio/academic-programs/phd-biostatistics/big-data/,39.1312,-84.5143,276-300,United States of America,43.6,18.9,40.4,61.5,32.5,46.9,36108,15.7,6%,54:46:00,2011
University of Colorado Boulder,Colorado,Boulder,Master of Science in Business Administration-Business Analytics,M,Leeds School of Business,Campus,33 credits,Not Available,http://www.colorado.edu/leedsms/ms-programs,40.0044,-105.267,97,United States of America,39.7,36.6,37.6,96.4,35.7,55.8,29325,16.1,8%,120:40:00,2016
University of Colorado Boulder,Colorado,Boulder,Master of Science in Business Administration-Business Analytics,M,Leeds School of Business,Campus,33 credits,Not Available,http://www.colorado.edu/leedsms/ms-programs,40.0044,-105.267,97,United States of America,35,39.1,38.3,97.4,-,55.1,29325,16.1,8%,45:55:00,2015
University of Colorado Boulder,Colorado,Boulder,Master of Science in Business Administration-Business Analytics,M,Leeds School of Business,Campus,33 credits,Not Available,http://www.colorado.edu/leedsms/ms-programs,40.0044,-105.267,97,United States of America,34.2,40.5,33.3,97.3,-,53.4,29325,16.1,8%,45:55:00,2014
University of Colorado Boulder,Colorado,Boulder,Master of Science in Business Administration-Business Analytics,M,Leeds School of Business,Campus,33 credits,Not Available,http://www.colorado.edu/leedsms/ms-programs,40.0044,-105.267,97,United States of America,42.3,34.7,44.4,97.1,-,58.7,29325,16.1,8%,45:55:00,2013
University of Colorado Boulder,Colorado,Boulder,Master of Science in Business Administration-Business Analytics,M,Leeds School of Business,Campus,33 credits,Not Available,http://www.colorado.edu/leedsms/ms-programs,40.0044,-105.267,97,United States of America,39.5,30.8,42.6,98.2,-,57.3,29325,16.1,8%,45:55:00,2012
University of Colorado Boulder,Colorado,Boulder,Master of Science in Business Administration-Business Analytics,M,Leeds School of Business,Campus,33 credits,Not Available,http://www.colorado.edu/leedsms/ms-programs,40.0044,-105.267,97,United States of America,46.4,31.7,58.1,83.4,-,61.6,29325,16.1,8%,45:55:00,2011
University of Connecticut,Connecticut,Storrs,Master of Science in Business Analytics and Project Management,M,School of Business,Campus,33 hours,math,http://msbapm.business.uconn.edu/,41.8082,-72.2495,301-350,United States of America,35.9,43.1,25.6,57,30.9,-,25742,13,11%,121:40:00,2016
University of Connecticut,Connecticut,Storrs,Master of Science in Business Analytics and Project Management,M,School of Business,Campus,33 hours,math,http://msbapm.business.uconn.edu/,41.8082,-72.2495,301-350,United States of America,37.6,38.8,27.1,45.4,31.1,-,25742,13,11%,51:49:00,2015
University of Connecticut,Connecticut,Storrs,Master of Science in Business Analytics and Project Management,M,School of Business,Campus,33 hours,math,http://msbapm.business.uconn.edu/,41.8082,-72.2495,301-350,United States of America,36.1,38.7,22.8,49.9,31.7,-,25742,13,11%,51:49:00,2014
University of Connecticut,Connecticut,Storrs,Master of Science in Business Analytics and Project Management,M,School of Business,Campus,33 hours,math,http://msbapm.business.uconn.edu/,41.8082,-72.2495,301-350,United States of America,42.5,40.5,29.7,50,32.6,-,25742,13,11%,51:49:00,2013
University of Connecticut,Connecticut,Storrs,Master of Science in Business Analytics and Project Management,M,School of Business,Campus,33 hours,math,http://msbapm.business.uconn.edu/,41.8082,-72.2495,301-350,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
University of Connecticut,Connecticut,Storrs,Master of Science in Business Analytics and Project Management,M,School of Business,Campus,33 hours,math,http://msbapm.business.uconn.edu/,41.8082,-72.2495,301-350,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University of Florida,Florida,Gainesville,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,Warrington College of Business Administration,Campus,36 credit hours,Not Available,http://warrington.ufl.edu/graduate/academics/ms-isom/,29.6382,-82.3612,128,United States of America,51.8,33.3,56.8,67.7,-,56.1,50095,18.7,9%,122:40:00,2016
University of Florida,Florida,Gainesville,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,Warrington College of Business Administration,Campus,36 credit hours,Not Available,http://warrington.ufl.edu/graduate/academics/ms-isom/,29.6382,-82.3612,128,United States of America,49.8,32.2,52.1,62.2,-,52.5,50095,18.7,9%,54:46:00,2015
University of Florida,Florida,Gainesville,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,Warrington College of Business Administration,Campus,36 credit hours,Not Available,http://warrington.ufl.edu/graduate/academics/ms-isom/,29.6382,-82.3612,128,United States of America,48,30.9,49.9,59.9,-,50.4,50095,18.7,9%,54:46:00,2014
